year,university,1_list,final_grade,since_2010,city,CCAA,covid_format_change,diff_1_list,diff_final_grade,diff_1_list_final_grade,latitude,longitude
2018,u. de alcalá,12.811,12.811,True,alcalá,C. Madrid,0.0,0.064,0.068,0.0,40.4818396,-3.3644973
2018,u. de valencia,13.058,12.812,True,valencia,C. Valenciana,0.0,0.068,0.148,0.246,39.4786642,-0.3627246
2018,u. autónoma de madrid,13.124,12.936,True,madrid,C. Madrid,0.0,0.014,-0.024,0.188,40.4832261,-3.6972262
2018,u. complutense de madrid,12.966,12.966,True,madrid,C. Madrid,0.0,0.095,0.095,0.0,40.4437398,-3.72614639
2019,u. de lérida,12.293,12.18,True,lérida,Cataluña,0.0,0.029,0.052,0.113,41.81636125,1.59713745
2019,u. rovira i virgili (reus),12.329,12.182,True,reus,Cataluña,0.0,-0.033,0.052,0.147,41.155309,1.1053273
2019,u. de gerona,12.275,12.197,True,gerona,Cataluña,0.0,0.017,0.027,0.078,41.9743792,2.8235429
2019,u. de las islas baleares,12.622,12.209,True,palma de mallorca,Islas Baleares,0.0,0.054,0.089,0.413,39.60701435,2.64475448
2019,u. autónoma de barcelona,12.314,12.3,True,barcelona,Cataluña,0.0,-0.02,0.047,0.014,41.5025932,2.080056
2019,u. de zaragoza (campus huesca),12.624,12.354,True,huesca,Aragón,0.0,0.014,-0.025,0.27,42.1414059,-0.4060896
2019,u. de cantabria (santander),12.734,12.355,True,santander,Cantabria,0.0,0.054,0.031,0.379,43.4736983,-3.7859174
2019,u. del país vasco (lejona),12.525,12.361,True,bilbao,País Vasco,0.0,0.118,0.029,0.164,43.3359821,-2.9768285
2019,u. jaume i,12.838,12.37,True,castellon de la plana,C. Valenciana,0.0,-0.11,-0.258,0.468,39.9899483,-0.0664218
2019,u. de santiago de compostela,12.575,12.408,True,santiago de compostela,Galicia,0.0,0.044,0.068,0.167,42.88050025,-8.5457602
2019,u. de salamanca,12.665,12.44,True,salamanca,Castilla y León,0.0,-0.003,0.054,0.225,40.9666432,-5.6772757
2019,u. de barcelona-clínico,12.546,12.458,True,barcelona,Cataluña,0.0,-0.095,-0.017,0.088,41.39017434,2.15212588
2019,u. de valladolid,12.636,12.476,True,valladolid,Castilla y León,0.0,0.03,0.106,0.16,41.6105937,-4.6916619
2019,u. de oviedo,12.79,12.487,True,oviedo,Asturias,0.0,-0.038,0.031,0.303,43.3533657,-5.8687712
2019,u. pompeu fabra (barcelona),12.648,12.494,True,barcelona,Cataluña,0.0,-0.056,0.098,0.154,41.37921475,2.17941527
2019,u. de las palmas,12.832,12.498,True,las palmas,Canarias,0.0,-0.027,-0.127,0.334,28.09055808,-15.41890014
2019,u. pública de navarra,12.707,12.5,True,navarra,Navarra,0.0,,,0.207,42.8154264,-1.65263107
2019,u. de valencia,13.018,12.509,True,valencia,C. Valenciana,0.0,-0.04,-0.303,0.509,39.4786642,-0.3627246
2019,u. de zaragoza (campus zaragoza),12.742,12.516,True,zaragoza,Aragón,0.0,0.01,0.005,0.226,41.6421312,-0.90302271
2019,u. de extremadura (badajoz),12.965,12.547,True,badajoz,Extremadura,0.0,-0.016,0.161,0.418,38.8824069,-7.0194457
2019,u. miguel hernández (s. juan de alicante),12.921,12.59,True,alicante,C. Valenciana,0.0,-0.105,-0.176,0.331,38.39896277,-0.43477806
2019,u. de murcia,13.013,12.644,True,murcia,Murcia,0.0,-0.004,0.039,0.369,37.99109245,-1.13010405
2019,u. de c-la mancha (campus albacete),12.975,12.668,True,albacete,Castilla-La Mancha,0.0,0.057,-0.006,0.307,38.4527362,-2.05363374
2019,u. de c-la mancha (campus c.real),12.87,12.679,True,ciudad real,Castilla-La Mancha,0.0,0.052,0.269,0.191,38.9918372,-3.9268263
2019,u. de la laguna,13.027,12.706,True,la laguna,Canarias,0.0,0.168,0.215,0.321,28.4852475,-16.3126059
2019,u. de cádiz,12.935,12.709,True,cádiz,Andalucía,0.0,0.134,0.258,0.226,36.5340199,-6.3018987
2019,u. de córdoba,12.97,12.791,True,córdoba,Andalucía,0.0,0.128,0.236,0.179,37.8560421,-4.8134452
2019,urjc - campus alcorcón,12.884,12.794,True,madrid,C. Madrid,0.0,0.092,0.048,0.09,40.3506324,-3.8437926
2019,u. de málaga,13.0,12.845,True,málaga,Andalucía,0.0,0.13,0.233,0.155,36.7200431,-4.41617939
2019,u. de sevilla,13.036,12.89,True,sevilla,Andalucía,0.0,0.11,0.167,0.146,37.4128557,-5.9845606
2019,u. de granada,13.14,12.904,True,granada,Andalucía,0.0,0.125,0.233,0.236,37.1474408,-3.6042349
2019,u. de alcalá,12.918,12.918,True,alcalá,C. Madrid,0.0,0.107,0.107,0.0,40.4818396,-3.3644973
2019,u. complutense de madrid,13.044,13.044,True,madrid,C. Madrid,0.0,0.078,0.078,0.0,40.4437398,-3.72614639
2019,u. autónoma de madrid,13.075,13.056,True,madrid,C. Madrid,0.0,-0.049,0.12,0.019,40.4832261,-3.6972262
2020,u. autónoma de madrid,13.426,13.345,True,madrid,C. Madrid,1.0,0.351,0.289,0.081,40.4832261,-3.6972262
2020,u. complutense de madrid,13.408,13.304,True,madrid,C. Madrid,1.0,0.364,0.26,0.104,40.4437398,-3.72614639
2020,u. de granada,13.5,13.27,True,granada,Andalucía,1.0,0.36,0.366,0.23,37.1474408,-3.6042349
2020,u. de sevilla,13.429,13.256,True,sevilla,Andalucía,1.0,0.393,0.366,0.173,37.4128557,-5.9845606
2020,u. de málaga,13.382,13.186,True,málaga,Andalucía,1.0,0.382,0.341,0.196,36.7200431,-4.41617939
2020,u. de murcia,13.442,13.152,True,murcia,Murcia,1.0,0.429,0.508,0.29,37.99109245,-1.13010405
2020,u. de alcalá,13.288,13.134,True,alcalá,C. Madrid,1.0,0.37,0.216,0.154,40.4818396,-3.3644973
2020,u. de córdoba,13.355,13.122,True,córdoba,Andalucía,1.0,0.385,0.331,0.233,37.8560421,-4.8134452
2020,urjc - campus alcorcón,13.257,13.1,True,madrid,C. Madrid,1.0,0.373,0.306,0.157,40.3506324,-3.8437926
2020,u. de cádiz,13.311,13.09,True,cádiz,Andalucía,1.0,0.376,0.381,0.221,36.5340199,-6.3018987
2020,u. de valencia,13.416,13.076,True,valencia,C. Valenciana,1.0,0.398,0.567,0.34,39.4786642,-0.3627246
2020,u. miguel hernández (s. juan de alicante),13.309,13.038,True,alicante,C. Valenciana,1.0,0.388,0.448,0.271,38.39896277,-0.43477806
2020,u. de c-la mancha (campus c.real),13.281,13.014,True,ciudad real,Castilla-La Mancha,1.0,0.411,0.335,0.267,38.9918372,-3.9268263
2020,u. de c-la mancha (campus albacete),13.28,12.991,True,albacete,Castilla-La Mancha,1.0,0.305,0.323,0.289,38.4527362,-2.05363374
2020,u. jaume i,13.256,12.962,True,castellon de la plana,C. Valenciana,1.0,0.418,0.592,0.294,39.9899483,-0.0664218
2020,u. de las palmas,13.078,12.951,True,las palmas,Canarias,1.0,0.246,0.453,0.127,28.09055808,-15.41890014
2020,u. pública de navarra,13.318,12.949,True,navarra,Navarra,1.0,0.611,0.449,0.369,42.8154264,-1.65263107
2020,u. de extremadura (badajoz),13.43,12.902,True,badajoz,Extremadura,1.0,0.465,0.355,0.528,38.8824069,-7.0194457
2020,u. de oviedo,13.42,12.898,True,oviedo,Asturias,1.0,0.63,0.411,0.522,43.3533657,-5.8687712
2020,u. de la laguna,13.196,12.85,True,la laguna,Canarias,1.0,0.169,0.144,0.346,28.4852475,-16.3126059
2020,u. del país vasco (lejona),12.871,12.823,True,bilbao,País Vasco,1.0,0.346,0.462,0.048,43.3359821,-2.9768285
2020,u. de santiago de compostela,13.031,12.748,True,santiago de compostela,Galicia,1.0,0.456,0.34,0.283,42.88050025,-8.5457602
2020,u. de zaragoza (campus zaragoza),13.15,12.735,True,zaragoza,Aragón,1.0,0.408,0.219,0.415,41.6421312,-0.90302271
2020,u. de cantabria (santander),13.242,12.727,True,santander,Cantabria,1.0,0.508,0.372,0.515,43.4736983,-3.7859174
2020,u. de zaragoza (campus huesca),13.062,12.719,True,huesca,Aragón,1.0,0.438,0.365,0.343,42.1414059,-0.4060896
2020,u. de salamanca,13.314,12.709,True,salamanca,Castilla y León,1.0,0.649,0.269,0.605,40.9666432,-5.6772757
2020,u. de valladolid,13.17,12.708,True,valladolid,Castilla y León,1.0,0.534,0.232,0.462,41.6105937,-4.6916619
2020,u. autónoma de barcelona,12.718,12.664,True,barcelona,Cataluña,1.0,0.404,0.364,0.054,41.5025932,2.080056
2020,u. de barcelona-bellvitge,12.99,12.66,True,barcelona,Cataluña,1.0,,,0.33,41.3507816,2.1045067
2020,u. de barcelona-clínico,13.135,12.659,True,barcelona,Cataluña,1.0,0.589,0.201,0.476,41.39017434,2.15212588
2020,u. de las islas baleares,13.106,12.636,True,palma de mallorca,Islas Baleares,1.0,0.484,0.427,0.47,39.60701435,2.64475448
2020,u. pompeu fabra (barcelona),13.042,12.598,True,barcelona,Cataluña,1.0,0.394,0.104,0.444,41.37921475,2.17941527
2020,u. de gerona,12.672,12.549,True,gerona,Cataluña,1.0,0.397,0.352,0.123,41.9743792,2.8235429
2020,u. rovira i virgili (reus),12.791,12.543,True,reus,Cataluña,1.0,0.462,0.361,0.248,41.155309,1.1053273
2020,u. de lérida,12.68,12.525,True,lérida,Cataluña,1.0,0.387,0.345,0.155,41.81636125,1.59713745
2021,u. complutense de madrid,13.5,13.426,True,madrid,C. Madrid,1.0,0.092,0.122,0.074,40.4437398,-3.72614639
2021,u. de sevilla,13.53,13.345,True,sevilla,Andalucía,1.0,0.101,0.089,0.185,37.4128557,-5.9845606
2021,u. de murcia,13.558,13.345,True,murcia,Murcia,1.0,0.116,0.193,0.213,37.99109245,-1.13010405
2021,u. de granada,13.58,13.319,True,granada,Andalucía,1.0,0.08,0.049,0.261,37.1474408,-3.6042349
2021,u. autónoma de madrid,13.463,13.309,True,madrid,C. Madrid,1.0,0.037,-0.036,0.154,40.4832261,-3.6972262
2021,u. de málaga,13.476,13.275,True,málaga,Andalucía,1.0,0.094,0.089,0.201,36.7200431,-4.41617939
2021,u. de córdoba,13.45,13.25,True,córdoba,Andalucía,1.0,0.095,0.128,0.2,37.8560421,-4.8134452
2021,u. de cádiz,13.43,13.232,True,cádiz,Andalucía,1.0,0.119,0.142,0.198,36.5340199,-6.3018987
2021,u. miguel hernández (s. juan de alicante),13.419,13.15,True,alicante,C. Valenciana,1.0,0.11,0.112,0.269,38.39896277,-0.43477806
2021,u. de c-la mancha (campus c.real),13.421,13.146,True,ciudad real,Castilla-La Mancha,1.0,0.14,0.132,0.275,38.9918372,-3.9268263
2021,u. de alcalá,13.357,13.133,True,alcalá,C. Madrid,1.0,0.069,-0.001,0.224,40.4818396,-3.3644973
2021,u. de valladolid,13.332,13.121,True,valladolid,Castilla y León,1.0,0.162,0.413,0.211,41.6105937,-4.6916619
2021,urjc - campus alcorcón,13.35,13.119,True,madrid,C. Madrid,1.0,0.093,0.019,0.231,40.3506324,-3.8437926
2021,u. de c-la mancha (campus albacete),13.406,13.107,True,albacete,Castilla-La Mancha,1.0,0.126,0.116,0.299,38.4527362,-2.05363374
2021,u. de extremadura (badajoz),13.45,13.1,True,badajoz,Extremadura,1.0,0.02,0.198,0.35,38.8824069,-7.0194457
2021,u. pública de navarra,13.247,13.086,True,navarra,Navarra,1.0,-0.071,0.137,0.161,42.8154264,-1.65263107
2021,u. de valencia,13.475,13.074,True,valencia,C. Valenciana,1.0,0.059,-0.002,0.401,39.4786642,-0.3627246
2021,u. jaume i,13.376,13.042,True,castellon de la plana,C. Valenciana,1.0,0.12,0.08,0.334,39.9899483,-0.0664218
2021,u. de zaragoza (campus zaragoza),13.299,13.031,True,zaragoza,Aragón,1.0,0.149,0.296,0.268,41.6421312,-0.90302271
2021,u. de barcelona-clínico,13.146,13.022,True,barcelona,Cataluña,1.0,0.011,0.363,0.124,41.39017434,2.15212588
2021,u. de la laguna,13.304,12.983,True,la laguna,Canarias,1.0,0.108,0.133,0.321,28.4852475,-16.3126059
2021,u. de las palmas,13.246,12.962,True,las palmas,Canarias,1.0,0.168,0.011,0.284,28.09055808,-15.41890014
2021,u. de salamanca,13.303,12.952,True,salamanca,Castilla y León,1.0,-0.011,0.243,0.351,40.9666432,-5.6772757
2021,u. de zaragoza (campus huesca),13.215,12.937,True,huesca,Aragón,1.0,0.153,0.218,0.278,42.1414059,-0.4060896
2021,u. de santiago de compostela,12.925,12.925,True,santiago de compostela,Galicia,1.0,-0.106,0.177,0.0,42.88050025,-8.5457602
2021,u. de oviedo,13.358,12.916,True,oviedo,Asturias,1.0,-0.062,0.018,0.442,43.3533657,-5.8687712
2021,u. de cantabria (santander),13.278,12.902,True,santander,Cantabria,1.0,0.036,0.175,0.376,43.4736983,-3.7859174
2021,u. de barcelona-bellvitge,12.988,12.878,True,barcelona,Cataluña,1.0,-0.002,0.218,0.11,41.3507816,2.1045067
2021,u. del país vasco (lejona),13.065,12.827,True,bilbao,País Vasco,1.0,0.194,0.004,0.238,43.3359821,-2.9768285
2021,u. de las islas baleares,13.225,12.76,True,palma de mallorca,Islas Baleares,1.0,0.119,0.124,0.465,39.60701435,2.64475448
2021,u. pompeu fabra (barcelona),13.098,12.758,True,barcelona,Cataluña,1.0,0.056,0.16,0.34,41.37921475,2.17941527
2021,u. autónoma de barcelona,12.828,12.751,True,barcelona,Cataluña,1.0,0.11,0.087,0.077,41.5025932,2.080056
2021,u. de gerona,12.774,12.717,True,gerona,Cataluña,1.0,0.102,0.168,0.057,41.9743792,2.8235429
2021,u. de lérida,12.799,12.711,True,lérida,Cataluña,1.0,0.119,0.186,0.088,41.81636125,1.59713745
2021,u. rovira i virgili (reus),12.852,12.708,True,reus,Cataluña,1.0,0.061,0.165,0.144,41.155309,1.1053273
2022,u. complutense de madrid,13.54,13.466,True,madrid,C. Madrid,1.0,0.04,0.04,0.074,40.4437398,-3.72614639
2022,u. de sevilla,13.552,13.367,True,sevilla,Andalucía,1.0,0.022,0.022,0.185,37.4128557,-5.9845606
2022,u. de murcia,13.57,13.357,True,murcia,Murcia,1.0,0.012,0.012,0.213,37.99109245,-1.13010405
2022,u. de granada,13.577,13.316,True,granada,Andalucía,1.0,-0.003,-0.003,0.261,37.1474408,-3.6042349
2022,u. autónoma de madrid,13.466,13.312,True,madrid,C. Madrid,1.0,0.003,0.003,0.154,40.4832261,-3.6972262
2022,u. de málaga,13.478,13.277,True,málaga,Andalucía,1.0,0.002,0.002,0.201,36.7200431,-4.41617939
2022,u. de córdoba,13.47,13.27,True,córdoba,Andalucía,1.0,0.02,0.02,0.2,37.8560421,-4.8134452
2022,u. de cádiz,13.453,13.255,True,cádiz,Andalucía,1.0,0.023,0.023,0.198,36.5340199,-6.3018987
2022,u. miguel hernández (s. juan de alicante),13.431,13.162,True,alicante,C. Valenciana,1.0,0.012,0.012,0.269,38.39896277,-0.43477806
2022,u. de c-la mancha (campus c.real),13.436,13.161,True,ciudad real,Castilla-La Mancha,1.0,0.015,0.015,0.275,38.9918372,-3.9268263
2022,u. de alcalá,13.413,13.189,True,alcalá,C. Madrid,1.0,0.056,0.056,0.224,40.4818396,-3.3644973
2022,u. de valladolid,13.325,13.114,True,valladolid,Castilla y León,1.0,-0.007,-0.007,0.211,41.6105937,-4.6916619
2022,urjc - campus alcorcón,13.379,13.148,True,madrid,C. Madrid,1.0,0.029,0.029,0.231,40.3506324,-3.8437926
2022,u. de c-la mancha (campus albacete),13.442,13.143,True,albacete,Castilla-La Mancha,1.0,0.036,0.036,0.299,38.4527362,-2.05363374
2022,u. de extremadura (badajoz),13.543,13.193,True,badajoz,Extremadura,1.0,0.093,0.093,0.35,38.8824069,-7.0194457
2022,u. pública de navarra,13.04,12.879,True,navarra,Navarra,1.0,-0.207,-0.207,0.161,42.8154264,-1.65263107
2022,u. de valencia,13.528,13.127,True,valencia,C. Valenciana,1.0,0.053,0.053,0.401,39.4786642,-0.3627246
2022,u. jaume i,13.393,13.059,True,castellon de la plana,C. Valenciana,1.0,0.017,0.017,0.334,39.9899483,-0.0664218
2022,u. de zaragoza (campus zaragoza),13.324,13.056,True,zaragoza,Aragón,1.0,0.025,0.025,0.268,41.6421312,-0.90302271
2022,u. de barcelona-clínico,13.24,13.116,True,barcelona,Cataluña,1.0,0.094,0.094,0.124,41.39017434,2.15212588
2022,u. de la laguna,13.327,13.006,True,la laguna,Canarias,1.0,0.023,0.023,0.321,28.4852475,-16.3126059
2022,u. de las palmas,13.21,12.926,True,las palmas,Canarias,1.0,-0.036,-0.036,0.284,28.09055808,-15.41890014
2022,u. de salamanca,13.385,13.034,True,salamanca,Castilla y León,1.0,0.082,0.082,0.351,40.9666432,-5.6772757
2022,u. de zaragoza (campus huesca),13.231,12.953,True,huesca,Aragón,1.0,0.016,0.016,0.278,42.1414059,-0.4060896
2022,u. de santiago de compostela,13.05,13.05,True,santiago de compostela,Galicia,1.0,0.125,0.125,0.0,42.88050025,-8.5457602
2022,u. de oviedo,13.418,12.976,True,oviedo,Asturias,1.0,0.06,0.06,0.442,43.3533657,-5.8687712
2022,u. de cantabria (santander),13.32,12.944,True,santander,Cantabria,1.0,0.042,0.042,0.376,43.4736983,-3.7859174
2022,u. de barcelona-bellvitge,12.986,12.876,True,barcelona,Cataluña,1.0,-0.002,-0.002,0.11,41.3507816,2.1045067
2022,u. del país vasco (lejona),13.008,12.77,True,bilbao,País Vasco,1.0,-0.057,-0.057,0.238,43.3359821,-2.9768285
2022,u. de las islas baleares,13.197,12.732,True,palma de mallorca,Islas Baleares,1.0,-0.028,-0.028,0.465,39.60701435,2.64475448
2022,u. pompeu fabra (barcelona),13.174,12.834,True,barcelona,Cataluña,1.0,0.076,0.076,0.34,41.37921475,2.17941527
2022,u. autónoma de barcelona,12.804,12.727,True,barcelona,Cataluña,1.0,-0.024,-0.024,0.077,41.5025932,2.080056
2022,u. de gerona,12.784,12.727,True,gerona,Cataluña,1.0,0.01,0.01,0.057,41.9743792,2.8235429
2022,u. de lérida,12.811,12.723,True,lérida,Cataluña,1.0,0.012,0.012,0.088,41.81636125,1.59713745
2022,u. rovira i virgili (reus),12.905,12.761,True,reus,Cataluña,1.0,0.053,0.053,0.144,41.155309,1.1053273
